Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	10882	1e-20	228.147	5.501	5.37412597010133	2.02893081761006e-19	C1QL1
PCPG	79877	0.89002	79.055	71.118	0.152641958885585	0.910426537018443	DCAKD
PCPG	4836	0.65155	63.711	69.087	-0.116871784344958	0.704823215782708	NMT1
PCPG	113026	0.17075	7.435	30.887	-2.05459510394733	0.267918044747082	PLCD3
PCPG	102465470	0.26437	1	2.559	-1.35558014737736	0.365301664762993	MIR6784
PCPG	79777	0.70788	24.19	23.599	0.0356850421717098	0.75512401653348	ACBD4
PCPG	10614	0.11274	35.978	64.29	-0.837479360652031	0.201290973157458	HEXIM1
PCPG	124790	0.94229	3.309	3.1	0.0941270761509388	0.954020569097186	HEXIM2
PCPG	752	1e-20	18.799	6.99	1.42729156005064	2.02893081761006e-19	FMNL1
PCPG	9020	0.99922	6.164	6.483	-0.0727947110658782	0.999323257207812	MAP3K14
PCPG	201176	0.00082074	13.717	6.994	0.971775287769251	0.00380326632511372	ARHGAP27
PCPG	9842	0.94163	21.982	20.594	0.0940985799862294	0.953801364801926	PLEKHM1
PCPG	104909134	0.027725	3.773	1.719	1.13414255533205	0.0744409904286309	LINC02210-CRHR1
PCPG	4137	1e-20	92.276	1.399	6.04348759950444	2.02893081761006e-19	MAPT
PCPG	100130148	1e-20	1.983	1	0.987684677566761	2.02893081761006e-19	MAPT-IT1
PCPG	246744	0.25434	1	1	0	0.355169543322993	STH
PCPG	284058	0.7445	24.163	26.527	-0.134661940923356	0.786773422144573	KANSL1
PCPG	644246	0.56084	6.505	8.046	-0.306722681020472	0.623574737204894	KANSL1-AS1
